part	c1	c2	c3	c4
783	4.81	6.15	10.05	8.41
784	4.25	5.68	10.36	8.29
785	4.24	5.48	9.94	7.8
786	4.2	5.87	9.78	8.25
787	4.34	5.38	10.04	7.97
788	4.59	6.02	10.38	8.56
789	4.57	5.48	9.81	8.11
790	3.35	5.46	9.74	7.68
791	3.61	5.1	9.71	7.18
792	3.37	5.45	9.93	7.72
793	4.8	6.32	10.04	8.99
794	3.73	5.21	9.88	8.18
795	4.13	5.95	10.17	8.13
796	4.34	6.06	10.05	8.91
797	3.75	5.5	9.87	7.64
798	3.73	5.02	9.57	8.24
799	4.18	5.56	10.08	7.6
800	4.09	5.35	10.24	8.65
801	4.13	5.51	9.98	7.58
802	3.87	5.15	9.98	8.15
803	3.26	4.52	9.8	7.86
804	4.15	5.15	9.89	7.66
805	3.83	5.64	9.77	7.45
806	4.04	5.63	10.38	8.42
807	3.68	5.44	10.13	7.58
808	4.1	6.3	10.14	8.99
809	4.23	5.54	10.33	7.8
810	3.61	5.28	9.87	8.03
811	4.9	5.97	10.42	8.29
812	4.02	5.99	10.11	7.31
813	4.04	6.31	10.33	8.25
814	4.43	4.97	NA	8.44
815	3.74	4.76	10.04	8.01
816	4.08	4.89	9.75	7.78
817	4.27	6.09	10.18	8.26
818	4.44	6.02	9.85	8.47
819	3.93	4.92	10.29	8.16
820	4.06	5.75	10.1	8.21
821	4.14	5.53	10.09	8.26
822	4.16	6.16	10.04	8.04
823	4.12	5.4	9.97	8.01
824	4.1	4.88	9.97	7.76
825	3.92	5.48	10.07	7.91
826	4.16	4.95	9.74	7.83
827	4.05	6.09	10.35	8.6
828	4.06	5.22	9.87	8.17
829	4.6	5.83	10.21	7.88
830	3.52	4.89	9.86	7.6
831	3.96	4.94	10.12	8.66
832	3.99	4.66	9.87	7.81
833	4.43	5.6	9.91	7.37
834	3.44	4.95	10.08	8.02
835	4.52	5.78	9.77	7.86
836	4.1	5.88	10.2	8.41
837	3.98	5.19	10.03	8.4
838	4.26	5.95	10.25	7.95
839	4.38	4.95	9.85	7.98
840	3.84	5.56	10.01	8.62
841	4.28	6.23	10.22	8.39
842	4.5	5.49	9.92	7.62
843	3.84	5	9.95	8.12
844	3.58	5.44	10.03	8.61
845	3.99	5.63	10.09	8.25
846	4.52	6.46	10.35	9.12
847	3.82	5.62	10.02	7.75
848	4.41	5.27	10.2	8.27
849	3.58	4.97	10.22	7.85
850	4.16	5.13	10.06	8.22
851	3.82	5.81	10.24	7.87
852	4.54	6.07	10.2	8.75
853	4.14	4.95	9.78	7.45
854	4.05	5.42	10.01	7.65
855	4.62	6.63	10.07	8.72
856	3	5.2	9.47	7.2
857	3.72	4.72	10.02	8.6
858	4.24	6.07	10	8.3
859	3.51	5.35	9.86	7.32
860	4.09	5.22	9.88	7.48
861	4.15	5.76	10.03	8.04
862	3.72	5.05	9.93	7.88
863	3.51	4.83	9.73	7.44
864	4.23	5.21	10.1	7.31
865	4.57	6.09	10.06	8.12
866	3.75	5.76	10.17	8.26
867	4.11	4.81	10.08	8.15
868	3.86	5.1	9.7	7.57
869	4.17	5.94	10.08	8.08
870	3.66	5.33	9.72	7.76
871	4.17	5.27	9.89	7.77
872	3.73	4.57	9.7	7.39
873	4.04	5.82	10.01	8.1
874	4.16	5.45	10.27	8.06
875	4.73	5.96	10.36	8.93
876	3.73	5.44	9.64	7.6
877	3.86	5.9	10.11	7.9
878	4.18	5.65	10.21	7.29
879	3.65	4.62	9.99	7.9
880	4.4	5.8	10.16	7.96
881	3.49	5.07	9.52	7.81
882	3.68	5.3	9.97	7.47
883	3.54	5.11	9.72	7.07
884	3.72	5.55	9.99	7.76
885	4.06	5.49	9.95	7.64
886	3.9	5.61	10.05	8.28
887	3.63	4.74	9.77	8.08
888	3.68	5.76	9.85	7.87
889	3.68	4.62	9.83	7.58
890	4.37	5.16	9.7	7.54
891	4.33	5.18	10.25	8.17
892	3.77	5.28	9.94	8.01
893	5.08	6.74	10.3	8.5
894	3.86	5.54	10.05	8.44
895	4.02	5.12	10.2	7.91
896	3.78	4.98	9.78	8.13
897	4.49	5.77	10.07	8.93
898	3.85	5.94	9.93	8.14
899	3.92	5.43	9.96	7.49
900	3.95	5.15	9.76	7.98
901	4.78	6.39	10.4	8.32
902	4.5	6.35	10.23	8.92
903	3.94	5.59	9.8	7.33
904	4.5	6.36	10.28	8.9
905	3.99	5.36	10.28	8.34
906	3.4	5.13	10.04	7.85
907	3.62	4.86	9.84	6.86
908	3.92	6.07	10.08	8.84
909	3.77	4.92	9.88	7.63
910	4.81	5.98	10.32	8.49
911	3.72	5.61	10.07	8.43
912	4.35	5.17	9.97	8.23
913	4.21	5.5	10.02	7.57
914	3.91	5.59	10.03	8.3
915	4.81	6.19	10.34	8.03
916	4.03	5.52	10.13	7.87
917	3.59	5.51	10.02	7.99
918	4.31	6.24	10.18	8.07
919	4.57	5.82	10.08	8.53
920	2.98	4.73	9.82	7.68
921	3.7	4.27	9.95	7.22
922	3.87	5.33	10	7.85
923	4.33	5.39	9.82	8.34
924	4.29	5.73	10.14	7.98
925	3.79	5.8	9.75	7.62
926	4.56	5.53	10.14	8.11
927	3.81	4.79	9.92	7.75
928	4.07	5.38	10.07	7.1
929	3.76	5.28	10.27	8.07
930	3.57	5.08	10.01	8.05
931	3.66	5.55	10.02	8.52
932	4.73	6.54	10.18	8.29
933	3.76	5.4	9.99	8.03
934	3.75	5.32	9.73	7.53
935	2.84	5.02	9.72	7.63
936	4.07	4.43	9.98	8.32
937	4.06	5.34	9.9	7.99
938	3.88	4.76	10.03	7.9
939	3.66	5.19	10.04	7.93
940	4.3	6.03	10.34	8.49
941	4.03	6.48	10.12	8.73
942	4.26	5.52	9.85	7.92
943	3.8	5.06	10.15	7.85
944	3.66	5.38	10.1	7.37
945	3.78	6.06	10.44	8.7
946	4.73	6.28	10.14	8.84
947	4.23	5.59	9.9	8.14
948	4.1	5.85	10.14	8.43
949	3.75	5.78	10.23	8.48
950	4.2	5.76	10.09	7.88
951	4.73	6.2	10.09	8.01
952	3.64	5.3	10.09	8.23
953	3.45	5.06	9.87	7.81
954	3.38	5.27	9.69	7.18
955	3.71	5.6	9.91	7.3
956	4.56	6.41	10.07	8.13
957	4	5.01	10.01	8.08
958	3.99	5.06	10.18	7.78
959	3.67	5.78	10.14	7.79
960	4.02	4.8	10.25	7.88
961	3.85	5.55	10.24	8.82
962	3.86	5.04	9.78	7.71
963	3.39	4.72	9.68	7.41
964	4.45	6.7	10.55	9.04
965	4.23	5.38	10.03	8.47
966	3.61	5.57	9.85	7.58
967	4.25	5.39	10.12	8
968	4.02	5.16	10.12	8.05
969	3.46	5.46	9.97	7.67
970	3.37	5.55	9.89	7.95
971	3.39	4.93	9.68	7.09
972	3.36	4.98	9.62	7.65
973	3.85	5.37	9.97	7.67
974	4.29	5.54	10.23	7.86
975	3.48	4.9	9.6	7
976	3.77	5.6	10.05	7.73
977	4.14	5.91	10.28	8.47
978	4.04	6.19	9.84	8.26
979	3.22	4.2	9.93	7.56
980	4.13	5.2	9.66	7.89
981	4.04	5.72	9.79	7.91
982	3.76	6.25	10.36	8.48
983	4.28	5.58	10.06	7.62
984	4.52	6.73	10.2	8.75
985	4.02	6.24	10.25	8.48
986	3.77	4.93	9.82	7.65
987	3.94	6.31	10.17	7.75
988	4.15	5.81	10.1	7.9
989	4.13	6.08	10.09	8.43
990	3.97	5.71	9.94	7.82
991	3.68	4.93	9.98	7.47
992	4.55	5.97	10.09	8.67
993	4.24	5.44	10.08	8.74
994	3.43	4.97	9.53	7.7
995	4.29	6.23	10.06	8.59
996	4.22	5.12	10.11	7.62
997	3.25	5.73	10.06	7.87
998	3.66	4.59	9.67	6.73
999	4.13	5.49	9.97	7.79
1000	4.03	5.53	10.16	8.42
1001	4.1	5.41	9.93	8.16
1002	4.47	5.67	10.34	8.28
1003	4.25	5.89	10.1	7.78
1004	4.68	6.15	9.95	8.36
1005	3.91	5.07	9.84	7.4
1006	3.88	6.02	9.96	8.32
1007	4.74	6.5	9.99	9
1008	4.13	6.81	10.11	8.85
1009	3.5	5.23	9.79	8
1010	4.71	6.35	10.35	9.41
1011	4.03	5.49	10.24	8.01
1012	4.69	6.41	10.28	9.31
1013	3.9	5.79	10.23	8.25
1014	3.83	5.81	10.12	8.5
1015	4.21	6.02	10.03	8.54
1016	4.01	5.65	10.16	8.68
1017	4.08	5.27	10.16	8.02
1018	4.52	6.35	10.2	8.89
1019	3.67	5.38	9.82	8.24
1020	4.23	6.6	9.97	8.24
1021	3.27	5.66	9.77	8.03
1022	3.47	5.25	10.07	7.46
1023	3.6	5.44	9.86	7.06
1024	4.34	5.71	10.16	8.76
1025	3.74	5.88	9.85	7.64
1026	4.27	5.96	9.9	7.41
1027	4.23	4.95	9.62	8.14
1028	3.7	4.3	9.92	8.12
1029	4.15	5.68	9.91	8.11
1030	4.44	6.62	10.13	8.73
1031	3.85	5.21	9.96	7.92
1032	4.29	5.45	9.79	8.44
1033	4.01	5.96	9.89	8.15
1034	4.77	6.29	10.2	8.58
1035	3.61	5.26	9.85	7.94
1036	4.44	5.87	9.99	8.09
1037	4.73	5.3	10.19	8.93
1038	4.22	6.1	9.8	8.53
1039	3.38	5.23	9.68	7.19
1040	3.81	4.84	9.79	7.24
1041	3.74	5.38	9.68	6.92
1042	5.3	6.4	10.18	8.64
1043	4.2	5.83	9.98	8.22
1044	4.06	6.15	10.28	8.1
1045	4.63	5.54	9.93	7.93
1046	4.15	5.32	10.08	7.81
1047	3.77	5.1	9.81	7.55
1048	4.21	5.42	9.93	8.47
1049	3.92	5.55	9.97	7.81
1050	4.05	4.97	9.69	7.22
1051	3.74	4.59	9.77	8.07
1052	4.62	6.01	10.07	8.08
1053	4.09	6.08	10	7.82
1054	4.75	5.67	10.29	8.43
1055	3.61	4.99	10.13	7.67
1056	3.87	5.2	10.17	7.76
1057	3.81	4.96	10.07	7.55
1058	3.69	5.03	10.17	7.38
1059	3.99	5.39	9.99	7.57
1060	4.14	5.91	10.02	8.03
1061	3.58	5.48	9.88	8.28
1062	4.31	5.43	10.1	7.55
1063	4.42	5.49	9.94	8.4
1064	4.4	5.53	10.15	7.75
1065	4.23	5.6	10.16	9.17
1066	4.47	5.52	10.14	7.87
1067	3.9	5.85	9.76	8.53
1068	3.7	5.19	9.63	8.2
1069	3.8	5.96	10.07	7.88
1070	4.49	6.11	10.03	8.09
1071	3.89	6.29	10.28	8.27
1072	4.12	5.05	10.07	8
1073	3.91	5.58	9.84	7.72
1074	3.7	5.4	9.65	7.72
1075	4.34	5.33	9.76	7.41
1076	4.04	6.28	10.2	8.29
1077	4.5	5.89	10.13	8.65
1078	4.04	6.65	10.52	9.28
1079	4.08	4.78	9.97	7.54
1080	3.52	5.13	9.93	7.88
1081	3.44	5.6	10.09	7.32
1082	4.26	5.4	10.32	8.41
1083	3.36	4.67	9.99	7.4
1084	3.48	5.18	9.86	7.48
1085	4.42	6.04	10.29	8.36
1086	3.68	4.57	9.85	8.08
1087	4	5.3	9.97	7.72
1088	4.41	4.83	10	7.33
1089	4.28	5.28	9.78	7.65
1090	4.3	5.76	10.35	8.07
1091	3.78	5.13	9.94	7.93
1092	4.33	5.85	10.24	7.93
1093	3.53	5.57	9.75	7.84
1094	3.71	5.11	10.18	7.45
1095	4.16	5.05	10.19	7.85
1096	2.93	4.6	9.7	7.25
1097	4.49	5.81	10	7.28
1098	3.7	4.57	9.94	6.61
1099	3.45	5.55	10.17	7.82
1100	4.41	5.66	10.12	8.16
1101	4.16	6.21	10.41	8.3
1102	4.41	5.15	10.18	8.7
1103	4.06	5.27	9.84	8.03
1104	4.05	4.39	9.77	7.75
1105	4.68	6.1	10.37	8.65
1106	3.87	5.27	10.13	8.09
1107	4.04	5.68	9.92	8.15
1108	3.66	5.3	9.86	7.09
1109	3.71	5.1	9.73	6.98
1110	4.69	5.89	10.06	8.97
1111	5.04	6.24	10.02	8.55
1112	4.76	6.11	10.5	8.14
1113	3.81	5.92	9.81	7.84
1114	3.73	5.28	10.11	7.36
1115	4.02	5.59	9.98	7.86
1116	3.8	6.12	9.78	7.61
1117	3.45	4.95	10.16	8.04
1118	3.61	4.96	9.9	7.32
1119	3.78	5.62	9.75	7.75
1120	3.91	5.52	9.73	8.37
1121	4.1	5.74	10.15	8.27
1122	4.02	6.08	10.33	8.29
1123	4.38	4.96	9.92	7.58
1124	3.27	5.03	9.81	8.3
1125	4.35	6.06	10.33	8.58
1126	4.36	6.37	10.13	8.02
1127	4.23	5.48	10.07	8.19
1128	4.03	5.47	10.06	8.1
1129	3.54	4.73	9.88	8.18
1130	4.21	5.57	10.29	8.64
1131	3.25	5.86	9.8	8.17
1132	4.04	6.01	10.36	7.5
1133	4.47	6.14	10.3	8.61
1134	4.4	5.57	10.33	8.32
1135	3.86	5.29	9.91	7.78
1136	3.7	5.19	9.71	7.22
1137	3.75	5.2	9.9	8.01
1138	3.55	5.42	9.77	7.81
1139	3.86	5.28	10.16	8.43
1140	4.04	5.36	10.1	8.31
1141	3.8	5.64	9.95	8.84
1142	3.76	4.74	9.93	8.27
1143	3.56	5.51	9.89	8.15
1144	3.94	5.3	10.12	7.38
1145	3.88	5.07	10.03	7.27
1146	4.23	5.29	9.88	8.03
1147	3.63	4.66	9.92	7.36
1148	3.71	5.95	10.01	8.49
1149	3.92	5.85	9.97	7.55
1150	4.91	6.35	10.07	8.6
1151	3.65	5.89	9.47	8.06
1152	3.9	5.04	10.03	7.64
1153	4.06	4.93	10.18	7.57
1154	3.61	5.91	10.26	8.38
1155	3.67	5.05	10.31	8.39
1156	4.33	5.77	9.93	7.79
1157	4.26	5.89	10.08	8.15
1158	4.45	6.24	10.11	8.68
1159	4.1	6.27	10.4	7.47
1160	4.08	5.12	9.96	7.68
1161	4.05	5.56	10.06	8.24
1162	4.15	5.52	10.19	7.88
1163	4.48	5.65	10.01	7.94
1164	4.08	5.05	10.05	8
1165	3.35	5.12	9.67	7.48
1166	3.76	5.35	9.87	7.48
1167	3.98	5.14	10.06	8.29
1168	4.21	5.27	10.07	7.63
1169	3.8	5.63	10.19	8.16
1170	4.13	6.37	9.85	7.91
1171	3.59	5.72	9.88	8.14
1172	4.02	6.36	9.88	8.6
1173	4.31	5.19	10.19	7.91
1174	3.88	5.08	10.09	7.78
1175	3.76	5.09	9.97	7.11
1176	3.68	5.58	9.79	8.08
1177	3.61	5.52	10	7.82
1178	4.2	6.13	10.01	8.55
1179	3.86	4.77	10.2	7.87
1180	3.96	5.59	9.84	7.73
1181	4.5	5.69	10.22	7.77
1182	3.57	5.23	9.93	7.73
1183	3.85	5.92	9.94	7.51
1184	2.93	5.33	10.07	7.77
1185	4.47	5.34	9.91	8.32
1186	4.53	6.06	10.22	7.75
1187	4.38	6.01	10.22	8.4
1188	3.72	5.26	9.67	7.55
1189	3.76	4.84	9.83	7.65
1190	3.74	4.97	9.69	8.36
1191	4.22	5.97	9.81	8.18
1192	3.61	5.09	9.78	7.89
1193	3.55	5.84	9.81	7.66
1194	3.38	5.18	9.8	7.66
1195	3.96	6	10.45	8.57
1196	4.02	5.36	9.89	7.62
1197	4.65	6.48	10.35	8.76
1198	4.43	6.17	10.12	9.09
1199	3.91	4.93	9.85	8.15
1200	4.14	6.57	10.2	7.83
1201	3.7	5.52	9.87	7.96
1202	3.99	4.99	9.95	7.95
1203	5.03	7.13	10.53	9.19
1204	4.05	5.85	10.03	8.28
1205	3.67	5.64	9.89	8.06
1206	4.12	6.17	10.25	7.86
1207	3.69	4.68	9.65	7.37
1208	4.69	6.32	10.25	8.04
1209	4.02	5.49	9.73	7.65
1210	3.46	5.26	9.69	7.53
1211	3.83	5.23	9.94	7.65
1212	3.86	5.56	9.92	7.39
1213	3.74	5.85	10.22	7.38
1214	4.45	5.53	10.2	8.2
1215	4	5.74	10.19	8.03
1216	3.31	5.49	9.79	7.22
1217	3.59	4.77	9.91	7.81
1218	4.08	5.75	10.05	8.09
1219	3.82	6.01	9.96	8.42
1220	4.21	5.53	10.14	8.22
1221	3.37	5.07	9.67	7.46
1222	3.3	4.61	10.03	7.35
1223	4.19	6.6	10.33	8.11
1224	3.8	5.5	10.13	7.87
1225	4.31	6.14	10.39	9.34
1226	3.95	5.25	10.25	NA
1227	4.13	5.69	10.03	8.48
1228	3.69	5.93	10.08	7.47
1229	3.74	5.39	10.02	8.44
1230	3.97	5.88	9.93	8.41
1231	3.46	4.87	10.03	6.95
1232	4.23	6.03	10.05	8
1233	3.72	5.29	10.05	7.34
1234	4.18	5.18	9.94	7.76
1235	4.36	5.34	10.17	8.1
1236	3.39	4.53	9.7	7.35
1237	3.28	5.04	9.93	7.65
1238	3.52	5.4	10.13	8.47
1239	3.61	5.39	9.98	7.63
1240	3.7	4.81	9.68	7.52
1241	4.06	4.96	10	8.28
1242	3.87	5.77	9.98	7.7
1243	4.42	6.32	10.4	8.4
1244	3.01	5.33	9.91	7.23
1245	3.78	5.41	9.78	7.13
1246	3.46	5.02	9.91	8.47
1247	4.61	6.47	10.24	9
1248	4.65	6.02	9.94	7.43
1249	3.81	5.1	9.81	7.78
1250	3.47	5.1	10.04	7.36
1251	3.49	4.92	10.11	7.87
1252	4.03	6.12	10.19	8.02
1253	4.15	4.68	10.09	8.36
1254	3.97	5.34	10.11	7.92
1255	3.93	5.03	10.1	8.34
1256	3.72	5.19	9.97	7.16
1257	3.58	5.33	9.9	7.99
1258	3.72	5.68	10.19	8.01
1259	4.59	6.09	9.99	8.78
1260	3.71	5.53	9.8	7.56
1261	4.14	5.94	10.23	8.75
1262	3.64	5.05	9.83	7.6
1263	3.25	5.23	9.78	8.09
1264	4.84	6.03	10.38	8.33
1265	3.65	4.75	10.01	7.74
1266	4.24	6.13	10.07	8.79
1267	3.91	5.59	10.14	8.78
1268	4.46	5.69	10.22	8.84
1269	3.37	5.11	9.88	7.12
1270	4.05	5.25	9.77	7.49
1271	3.57	5.31	9.98	8.16
1272	4.08	5.88	9.9	8.84
1273	4.19	6.38	10.14	8.09
1274	3.95	4.79	9.93	7.55
1275	3.49	4.34	9.6	7.52
1276	4.35	5.47	9.99	8.73
1277	4.82	5.57	9.94	8.36
1278	4.17	4.8	9.78	7.88
1279	3.71	4.97	9.89	7.71
1280	3.73	5.24	9.69	7.59
1281	4.26	5.47	10	8.78
1282	3.76	5.19	10.26	7.9
1283	4.68	5.73	9.97	7.87
1284	4.03	6.38	10.12	8.6
1285	4.75	5.52	10.08	8.34
1286	3.94	5.47	10.05	8.02
1287	4.26	6.03	9.78	8.16
1288	3.48	5.13	10.02	7.51
1289	3.41	5.91	9.97	8.25
1290	3.63	5.13	9.8	7.61
1291	4.6	6.66	10.13	7.75
1292	4.1	5.23	9.84	8
1293	4.11	6.52	10.18	8.47
1294	3.92	5.29	10.08	8.33
1295	4.14	4.75	10	8.42
1296	4.18	6.38	10.09	8.55
1297	3.96	5.07	9.65	8.03
1298	4	5.43	10.11	7.96
1299	3.7	4.86	9.9	7.85
1300	4.01	5.71	10.03	8.81
1301	4.06	4.8	9.98	7.67
1302	3.88	4.71	9.96	7.6
1303	3.65	4.66	9.78	7.51
1304	4.02	5.93	10.27	7.96
1305	3.7	5.28	9.87	8.29
1306	4.26	5.19	9.9	7.43
1307	3.99	5.29	9.92	7.29
1308	4.19	5.85	10.21	8.07
1309	4.28	5.05	9.87	8.01
1310	3.68	5.11	10.1	7.99
1311	4.16	5.57	9.97	8.23
1312	3.9	5.38	9.88	7.97
1313	4.22	4.88	10.2	8.63
1314	3.79	5.74	9.94	7.88
1315	4.04	6.12	10.12	7.83
1316	4.02	5.21	10.17	8.09
1317	4.38	5.49	10.08	8.22
1318	3.84	6.13	10.07	9.02
1319	4.26	5.87	9.92	8.48
1320	3.74	5.06	9.89	6.99
1321	3.75	5.54	10.06	7.38
1322	3.34	5.14	9.74	7.69
1323	4	6.03	9.96	8.15
1324	3.62	5.39	9.63	7.84
1325	4.04	5.19	9.98	7.69
1326	4.35	5.72	10.15	7.99
1327	3.87	5.51	10.25	8.15
1328	3.62	5.08	9.7	6.81
1329	4.68	5.86	9.95	8.54
1330	3.61	6.01	9.79	7.74
1331	4.02	5.21	10.13	8.17
1332	4.56	6.13	9.89	7.43
1333	4.01	5.81	9.88	8.06
1334	3.85	5.42	10.24	8.54
1335	3.88	5.25	10	7.39
1336	4.07	4.78	10	7.89
1337	4.89	6.43	9.96	7.83
1338	3.77	4.29	9.74	8.33
1339	4.72	6.33	10.33	8.59
1340	3.51	4.05	10.11	7.58
1341	3.71	5.5	9.96	8.34
1342	3.8	5.51	9.98	7.55
1343	3.47	4.99	9.63	7.84
1344	3.99	4.57	9.81	7.89
1345	3.9	5.17	9.99	6.7
1346	4.43	5.7	10	8.13
1347	4.31	5.98	10.1	8.38
1348	3.68	5.16	9.72	8
1349	3.87	5.36	9.99	7.63
1350	4.25	6.3	10.13	7.9
1351	3.93	5.62	9.97	7.94
1352	3.67	5.34	9.94	7.49
1353	3.56	4.78	9.48	7.3
1354	3.42	4.71	9.94	7.82
1355	3.84	5.48	9.87	7.86
1356	4.2	6.03	10.14	8.19
1357	3.94	5.59	9.99	8.29
1358	3.8	5.41	9.89	7.67
1359	4.1	5.95	9.97	8.77
1360	3.09	5.11	9.75	7.39
1361	4.13	6.15	10	7.94
1362	3.8	5.72	10.29	8.53
1363	3.73	5.68	9.91	7.57
1364	3.54	5.44	9.68	7.38
1365	4.53	5.52	10.1	8.56
1366	4.11	5.65	9.94	8.09
1367	3.62	5.69	9.91	7.9
1368	4.28	5.59	9.91	7.92
1369	3.64	4.89	9.92	8.41
1370	3.13	4.69	9.83	7.73
1371	4.26	5.48	10.23	7.22
1372	3.38	5.11	9.74	7.66
1373	3.63	5.62	10.1	8.28
1374	3.85	5.92	10.14	8.54
1375	4.71	6.24	10.28	8.75
1376	3.93	4.54	9.83	6.95
1377	3.53	5.43	9.99	8.07
1378	3.83	5.88	9.8	7.72
1379	3.42	4.94	10.01	7.94
1380	3.84	5.68	9.79	7.42
1381	3.41	5.4	10.08	7.29
1382	4.39	5.86	10.06	8.22
1383	3.96	5.43	9.87	7.62
1384	3.32	5.21	9.82	8.08
1385	3.74	5.39	10	8.33
1386	3.49	4.82	9.84	7.99
1387	3.65	4.35	9.8	6.76
1388	3.84	5.69	9.76	8.31
1389	3.5	4.8	9.82	7.71
1390	4.59	6.48	10.01	8.5
1391	4.14	6.44	10.03	7.79
1392	3.82	5.21	9.7	7.24
1393	4.01	4.93	9.84	7.14
1394	4.15	6.12	9.94	8.39
1395	4.06	5.87	10.03	8.24
1396	3.02	5.16	10.01	7.92
1397	4.22	5.34	10.05	7.93
1398	4.36	5.42	9.91	8.28
1399	4	5.09	10.16	8.02
1400	4.71	5.96	10.09	8.24
1401	3.48	5.55	9.81	7.83
1402	3.65	5.53	9.8	7.26
1403	4.18	5.31	10.16	8.47
1404	4.41	5.98	10.24	8.84
1405	4.29	5.61	10.09	8.25
1406	4.25	5.77	10.1	8.3
1407	4.37	5.38	9.9	7.56
1408	3.45	4.89	9.65	7.9
1409	3.18	5.29	9.69	7.4
1410	4.48	5.88	10.16	7.88
1411	4.38	6.13	10.11	9.02
1412	3.6	5.24	10.06	8.38
1413	3.74	6	10.03	8.01
1414	3.53	4.5	9.81	7.55
1415	3.5	4.89	9.56	7.71
1416	4.35	5.1	10.05	8.07
1417	4.3	5.59	10.13	7.17
1418	4.79	5.83	10.32	9.08
1419	4.54	6.17	10.29	8.98
1420	4.46	6.08	10.04	8.02
1421	4.21	6.4	10.08	8.59
1422	3.96	5.68	10.21	8.09
1423	3.78	5.33	9.84	8.02
1424	3.61	4.82	10.1	7.53
1425	3.95	5.39	9.98	7.49
1426	4.53	6.4	10.25	8.01
1427	3.57	4.61	9.65	7.42
1428	3.75	5.57	10.11	8.03
1429	4.48	5.87	10.06	7.99
1430	3.78	5.42	9.92	8.14
1431	4.11	5.95	10.04	8.15
1432	4.26	5.99	10.45	8.68
1433	4.32	5.72	10.2	7.98
1434	4.07	6.1	9.93	7.6
1435	3.84	4.33	10.06	7.72
1436	4.07	5.52	10.21	7.89
1437	3.45	5.84	10.14	7.96
1438	3.85	5.49	9.9	7.63
1439	4.06	5.18	9.92	8.52
1440	3.9	6.06	10	8.24
1441	4.08	5.49	10.12	7.51
1442	4.3	6.68	10.4	8.27
1443	4.28	6.19	9.99	8.61
1444	4.66	5.44	10.28	8.29
1445	3.67	5.76	10.24	7.91
1446	3.71	5.78	10.38	8.17
1447	3.88	5.62	9.91	8.57
1448	4.02	5.61	10.11	8.2
1449	4.32	5.63	10.1	8.51
1450	3.75	5.32	9.76	7.14
1451	3.74	5.19	9.91	6.89
1452	3.45	4.75	9.76	7.67
1453	4.59	6.11	10.1	8.23
1454	4.16	6.5	10.08	8.44
1455	3.98	5.49	9.69	8.38
1456	3.94	5.25	10.06	7.91
1457	4.5	5.79	9.79	8.01
1458	3.94	5.39	9.86	8.02
1459	4.6	6.04	10.09	8.77
1460	4.02	5.27	9.91	7.96
1461	3.88	5.59	10.08	8.04
1462	3.33	5.63	9.83	7.58
1463	3.53	5.59	10.08	8.23
1464	3.99	5.66	9.69	8.23
1465	3.85	5.27	10.24	8.63
1466	3.43	4.94	9.73	7.89
1467	3.68	5.95	10.26	8.28
1468	4.64	5.07	9.78	7.1
1469	3.82	4.53	9.91	8.75
1470	4.02	6.24	9.9	8.22
1471	4.15	5.58	10.17	8.73
1472	3.95	5.18	9.71	8.21
1473	4.41	5.59	10.38	8.45
1474	3.95	6	9.99	8.75
1475	4.02	5.64	9.93	8.35
1476	3.98	5.15	10	7.59
1477	4.19	5.41	10.13	8.59
1478	3.98	5.51	10.06	8.59
1479	4	5.61	9.96	8.09
1480	3.25	6.09	10.07	7.68
1481	3.67	5.03	9.49	7.54
1482	3.99	5.29	10	8.63
1483	5.08	6.64	10.53	8.68
1484	4	5.79	10.23	8.52
1485	4.8	5.53	10.21	8.01
1486	4.4	6.11	9.79	7.85
1487	4	5.92	9.78	7.91
1488	3.32	4.82	9.97	7.19
1489	3.71	6.27	10.19	NA
1490	4.47	5.62	10.27	7.79
1491	4.51	6.13	10.16	8.5
1492	3.97	5.26	10.07	8.34
1493	4.22	5.35	10.41	7.66
1494	3.49	5.17	9.59	7.87
1495	3.7	4.96	9.67	8.14
1496	3.99	5.18	9.81	7.82
1497	4.22	5.61	10.09	8.05
1498	4.12	5.33	10.14	7.83
1499	4.09	5.22	9.82	8.41
1500	4.14	5.37	9.87	8.29
1501	3.92	5.45	9.95	7.99
1502	3.59	5.16	9.77	7.62
1503	4.89	6.19	10.3	8.85
1504	4.46	6.38	10.2	8.56
1505	3.99	4.97	9.75	7.58
1506	3.77	5.52	9.92	8.26
1507	4.41	4.9	9.86	7.55
1508	4.19	5.45	9.92	7.69
1509	4.03	6.1	10.15	8.18
1510	4.26	4.9	10.1	8.31
1511	3.91	5.87	9.94	8.42
1512	4.21	5.69	10.06	6.79
1513	3.55	4.77	9.79	7.97
1514	4.16	6.14	9.97	7.85
1515	4.3	5.33	10.01	8.65
1516	4.1	5.65	10.29	8.18
1517	3.51	5.07	9.67	7.1
1518	3.28	4.76	9.68	7.07
1519	3.5	5.37	9.99	8.08
1520	4.24	5.21	9.96	8.38
1521	3.56	5.48	9.97	8.38
1522	4.12	5.99	10.21	8.78
1523	4.66	5.27	10.11	7.3
1524	4.53	5.97	10.07	7.88
1525	4.18	6.28	10.26	8.39
1526	3.45	5.12	9.84	7.29
1527	3.86	4.86	9.74	6.95
1528	3.45	5.32	9.63	7.68
1529	4.22	5.37	10.25	8.07
1530	4.13	5.31	9.81	8.57
1531	3.63	5.56	9.93	7.76
1532	3.28	4.26	9.92	7.55
1533	4.18	5.69	9.96	8.29
1534	3.58	5.04	9.72	7.59
